x-axis,1,2
second,Volt,Volt
-100.000E-06,+1.133667388E+00,+553.470793E-03
-99.900E-06,+1.136123438E+00,+552.343306E-03
-99.800E-06,+1.137693760E+00,+552.984008E-03
-99.700E-06,+1.139452596E+00,+552.314975E-03
-99.600E-06,+1.141173838E+00,+551.250325E-03
-99.500E-06,+1.144298651E+00,+552.622779E-03
-99.400E-06,+1.146936860E+00,+552.635250E-03
-99.300E-06,+1.148708318E+00,+552.968450E-03
-99.200E-06,+1.150165465E+00,+552.346605E-03
-99.100E-06,+1.152473833E+00,+552.484330E-03
-99.000E-06,+1.153987824E+00,+551.790746E-03
-98.900E-06,+1.156613049E+00,+553.247591E-03
-98.800E-06,+1.158676723E+00,+550.751190E-03
-98.700E-06,+1.161101746E+00,+551.545448E-03
-98.600E-06,+1.161924517E+00,+552.029025E-03
-98.500E-06,+1.163598238E+00,+551.256561E-03
-98.400E-06,+1.168064025E+00,+552.509333E-03
-98.300E-06,+1.169386383E+00,+551.903439E-03
-98.200E-06,+1.170872313E+00,+551.878587E-03
-98.100E-06,+1.171748418E+00,+552.528582E-03
-98.000E-06,+1.174591092E+00,+552.167594E-03
-97.900E-06,+1.176217715E+00,+551.649692E-03
-97.800E-06,+1.178350070E+00,+552.337583E-03
-97.700E-06,+1.180523349E+00,+551.593180E-03
-97.600E-06,+1.181365338E+00,+552.895987E-03
-97.500E-06,+1.184939312E+00,+554.647954E-03
-97.400E-06,+1.186930704E+00,+553.477451E-03
-97.300E-06,+1.188724408E+00,+554.438911E-03
-97.200E-06,+1.190297818E+00,+553.091038E-03
-97.100E-06,+1.192213206E+00,+553.706346E-03
-97.000E-06,+1.193341297E+00,+554.899126E-03
-96.900E-06,+1.195670857E+00,+553.853847E-03
-96.800E-06,+1.197301683E+00,+554.878176E-03
-96.700E-06,+1.198117645E+00,+555.437152E-03
-96.600E-06,+1.201007990E+00,+556.310440E-03
-96.500E-06,+1.202088500E+00,+555.684905E-03
-96.400E-06,+1.204223943E+00,+555.619642E-03
-96.300E-06,+1.207140871E+00,+557.490447E-03
-96.200E-06,+1.209421843E+00,+556.615187E-03
-96.100E-06,+1.210020748E+00,+557.183246E-03
-96.000E-06,+1.210818576E+00,+557.160879E-03
-95.900E-06,+1.212974083E+00,+557.877101E-03
-95.800E-06,+1.214926252E+00,+558.790740E-03
-95.700E-06,+1.215061704E+00,+558.351083E-03
-95.600E-06,+1.218407717E+00,+558.505182E-03
-95.500E-06,+1.219975493E+00,+559.706067E-03
-95.400E-06,+1.221787603E+00,+559.677434E-03
