x-axis,1,2
second,Volt,Volt
-100.000E-06,+1.133588870E+00,+1.257930585E+00
-99.900E-06,+1.135222030E+00,+1.258031078E+00
-99.800E-06,+1.137844560E+00,+1.257999719E+00
-99.700E-06,+1.139747779E+00,+1.257183094E+00
-99.600E-06,+1.141943214E+00,+1.258065645E+00
-99.500E-06,+1.143529305E+00,+1.257867746E+00
-99.400E-06,+1.145448355E+00,+1.256636890E+00
-99.300E-06,+1.148035895E+00,+1.257380962E+00
-99.200E-06,+1.150108922E+00,+1.256564186E+00
-99.100E-06,+1.152483549E+00,+1.257022911E+00
-99.000E-06,+1.153673753E+00,+1.257004053E+00
-98.900E-06,+1.155856325E+00,+1.256944483E+00
-98.800E-06,+1.157385995E+00,+1.256504676E+00
-98.700E-06,+1.160724627E+00,+1.257305773E+00
-98.600E-06,+1.161713363E+00,+1.256159127E+00
-98.500E-06,+1.163567211E+00,+1.255669314E+00
-98.400E-06,+1.166478356E+00,+1.256994790E+00
-98.300E-06,+1.169025305E+00,+1.255647068E+00
-98.200E-06,+1.170209364E+00,+1.255964135E+00
-98.100E-06,+1.172432678E+00,+1.255393080E+00
-98.000E-06,+1.173743198E+00,+1.255905530E+00
-97.900E-06,+1.176003564E+00,+1.254679703E+00
-97.800E-06,+1.177084526E+00,+1.254120938E+00
-97.700E-06,+1.180572962E+00,+1.255405098E+00
-97.600E-06,+1.182800872E+00,+1.254359518E+00
-97.500E-06,+1.184232985E+00,+1.253376806E+00
-97.400E-06,+1.184433217E+00,+1.252446101E+00
-97.300E-06,+1.189280508E+00,+1.253951281E+00
-97.200E-06,+1.189819451E+00,+1.252078576E+00
-97.100E-06,+1.190699457E+00,+1.253028681E+00
-97.000E-06,+1.193152420E+00,+1.251994547E+00
-96.900E-06,+1.194678731E+00,+1.250616671E+00
-96.800E-06,+1.195589613E+00,+1.251906947E+00
-96.700E-06,+1.197106179E+00,+1.251332683E+00
-96.600E-06,+1.198695448E+00,+1.250253844E+00
-96.500E-06,+1.201020914E+00,+1.248587203E+00
-96.400E-06,+1.203866163E+00,+1.249448804E+00
-96.300E-06,+1.204799111E+00,+1.247595288E+00
-96.200E-06,+1.207831639E+00,+1.248865048E+00
-96.100E-06,+1.210269616E+00,+1.249030489E+00
-96.000E-06,+1.210661782E+00,+1.248006734E+00
-95.900E-06,+1.212662708E+00,+1.247733858E+00
-95.800E-06,+1.214298111E+00,+1.247722032E+00
-95.700E-06,+1.215090126E+00,+1.245217484E+00
-95.600E-06,+1.216711206E+00,+1.245657140E+00
