x-axis,1,2
second,Volt,Volt
-100.000E-06,+1.133039247E+00,+1.258480208E+00
-99.900E-06,+1.134757220E+00,+1.258285488E+00
-99.800E-06,+1.136044891E+00,+1.257811264E+00
-99.700E-06,+1.139210838E+00,+1.258062527E+00
-99.600E-06,+1.141622848E+00,+1.257669969E+00
-99.500E-06,+1.143026720E+00,+1.257192507E+00
-99.400E-06,+1.145473357E+00,+1.255993009E+00
-99.300E-06,+1.148146073E+00,+1.258009102E+00
-99.200E-06,+1.149908178E+00,+1.257022941E+00
-99.100E-06,+1.151955780E+00,+1.257701509E+00
-99.000E-06,+1.153234127E+00,+1.258024963E+00
-98.900E-06,+1.155243954E+00,+1.256080790E+00
-98.800E-06,+1.156688961E+00,+1.257380962E+00
-98.700E-06,+1.158598386E+00,+1.257585186E+00
-98.600E-06,+1.160511200E+00,+1.256718374E+00
-98.500E-06,+1.163457033E+00,+1.256721432E+00
-98.400E-06,+1.166745026E+00,+1.256288132E+00
-98.300E-06,+1.168142603E+00,+1.256642794E+00
-98.200E-06,+1.169901771E+00,+1.255415055E+00
-98.100E-06,+1.171142101E+00,+1.254302041E+00
-98.000E-06,+1.173601481E+00,+1.255763813E+00
-97.900E-06,+1.174864299E+00,+1.255251362E+00
-97.800E-06,+1.176852061E+00,+1.254306425E+00
-97.700E-06,+1.178205898E+00,+1.255816725E+00
-97.600E-06,+1.181089043E+00,+1.253649893E+00
-97.500E-06,+1.183918945E+00,+1.254004555E+00
-97.400E-06,+1.185636044E+00,+1.253816733E+00
-97.300E-06,+1.188008035E+00,+1.254303398E+00
-97.200E-06,+1.190486091E+00,+1.253596076E+00
-97.100E-06,+1.191449946E+00,+1.252805027E+00
-97.000E-06,+1.192947804E+00,+1.251790292E+00
-96.900E-06,+1.194386907E+00,+1.252016341E+00
-96.800E-06,+1.196101703E+00,+1.251306957E+00
-96.700E-06,+1.196955982E+00,+1.250128560E+00
-96.600E-06,+1.198642959E+00,+1.250392896E+00
-96.500E-06,+1.201427854E+00,+1.250737994E+00
-96.400E-06,+1.203266897E+00,+1.248155543E+00
-96.300E-06,+1.205640106E+00,+1.248304552E+00
-96.200E-06,+1.206459427E+00,+1.246788722E+00
-96.100E-06,+1.208695936E+00,+1.248460893E+00
-96.000E-06,+1.211023011E+00,+1.247299110E+00
-95.900E-06,+1.212200926E+00,+1.246598778E+00
-95.800E-06,+1.213890326E+00,+1.247392765E+00
-95.700E-06,+1.215448840E+00,+1.245603323E+00
-95.600E-06,+1.216868241E+00,+1.246591849E+00
