x-axis,1,2
second,Volt,Volt
-100.000E-06,+1.140262865E+00,+1.082679330E+00
-99.900E-06,+1.142313736E+00,+1.084190022E+00
-99.800E-06,+1.146208287E+00,+1.085882872E+00
-99.700E-06,+1.146572513E+00,+1.089051847E+00
-99.600E-06,+1.149336338E+00,+1.089507273E+00
-99.500E-06,+1.151726312E+00,+1.092713962E+00
-99.400E-06,+1.152627902E+00,+1.094036230E+00
-99.300E-06,+1.154094582E+00,+1.095933183E+00
-99.200E-06,+1.156374770E+00,+1.098442598E+00
-99.100E-06,+1.158277929E+00,+1.099375245E+00
-99.000E-06,+1.160708977E+00,+1.101005407E+00
-98.900E-06,+1.161934051E+00,+1.102359124E+00
-98.800E-06,+1.164641092E+00,+1.103753523E+00
-98.700E-06,+1.166742089E+00,+1.105405570E+00
-98.600E-06,+1.170037072E+00,+1.109614493E+00
-98.500E-06,+1.171638692E+00,+1.110584553E+00
-98.400E-06,+1.173340986E+00,+1.112544646E+00
-98.300E-06,+1.174820108E+00,+1.114108883E+00
-98.200E-06,+1.176359101E+00,+1.117029291E+00
-98.100E-06,+1.177960660E+00,+1.118414186E+00
-98.000E-06,+1.179034633E+00,+1.119410002E+00
-97.900E-06,+1.183551511E+00,+1.121969784E+00
-97.800E-06,+1.184637652E+00,+1.123970318E+00
-97.700E-06,+1.188215015E+00,+1.125835792E+00
-97.600E-06,+1.188417086E+00,+1.126665461E+00
-97.500E-06,+1.190749945E+00,+1.130260988E+00
-97.400E-06,+1.192172193E+00,+1.131693494E+00
-97.300E-06,+1.194738693E+00,+1.132355870E+00
-97.200E-06,+1.194930355E+00,+1.134670806E+00
-97.100E-06,+1.197418157E+00,+1.137333083E+00
-97.000E-06,+1.199479961E+00,+1.138097188E+00
-96.900E-06,+1.201048190E+00,+1.139890048E+00
-96.800E-06,+1.203879358E+00,+1.142407478E+00
-96.700E-06,+1.204531717E+00,+1.141846964E+00
-96.600E-06,+1.206711262E+00,+1.143641000E+00
-96.500E-06,+1.208260362E+00,+1.145525482E+00
-96.400E-06,+1.210617590E+00,+1.146608567E+00
-96.300E-06,+1.211965795E+00,+1.148192023E+00
-96.200E-06,+1.213054904E+00,+1.152058845E+00
-96.100E-06,+1.214330405E+00,+1.153775341E+00
-96.000E-06,+1.215781466E+00,+1.155229581E+00
-95.900E-06,+1.216971852E+00,+1.156793305E+00
-95.800E-06,+1.219948591E+00,+1.158363446E+00
-95.700E-06,+1.220840857E+00,+1.159391013E+00
-95.600E-06,+1.224478272E+00,+1.159926959E+00
