x-axis,1,2
second,Volt,Volt
-100.000E-06,+1.144738368E+00,+1.087940009E+00
-99.900E-06,+1.147524168E+00,+1.090298714E+00
-99.800E-06,+1.149537384E+00,+1.093119082E+00
-99.700E-06,+1.151123476E+00,+1.094570113E+00
-99.600E-06,+1.153193204E+00,+1.095374116E+00
-99.500E-06,+1.155212596E+00,+1.098147235E+00
-99.400E-06,+1.157134703E+00,+1.099638948E+00
-99.300E-06,+1.160055714E+00,+1.100031717E+00
-99.200E-06,+1.161418904E+00,+1.101636636E+00
-99.100E-06,+1.163237220E+00,+1.103567975E+00
-99.000E-06,+1.164273507E+00,+1.105292456E+00
-98.900E-06,+1.168042321E+00,+1.107773418E+00
-98.800E-06,+1.170008439E+00,+1.111055297E+00
-98.700E-06,+1.171855327E+00,+1.112512685E+00
-98.600E-06,+1.173453769E+00,+1.114796232E+00
-98.500E-06,+1.174339227E+00,+1.116049486E+00
-98.400E-06,+1.176936512E+00,+1.117343120E+00
-98.300E-06,+1.179389626E+00,+1.119925179E+00
-98.200E-06,+1.180385895E+00,+1.121712015E+00
-98.100E-06,+1.183293621E+00,+1.122801817E+00
-98.000E-06,+1.185127284E+00,+1.125424739E+00
-97.900E-06,+1.187747389E+00,+1.126369555E+00
-97.800E-06,+1.188972885E+00,+1.129671226E+00
-97.700E-06,+1.190624600E+00,+1.131276295E+00
-97.600E-06,+1.191981495E+00,+1.133395757E+00
-97.500E-06,+1.193498000E+00,+1.133951948E+00
-97.400E-06,+1.195036420E+00,+1.136410423E+00
-97.300E-06,+1.197047273E+00,+1.138461625E+00
-97.200E-06,+1.197800215E+00,+1.139346570E+00
-97.100E-06,+1.200059453E+00,+1.141061727E+00
-97.000E-06,+1.203201948E+00,+1.141238072E+00
-96.900E-06,+1.203882114E+00,+1.143537751E+00
-96.800E-06,+1.207446734E+00,+1.145029193E+00
-96.700E-06,+1.209374443E+00,+1.146466819E+00
-96.600E-06,+1.210279060E+00,+1.149357285E+00
-96.500E-06,+1.211400010E+00,+1.150063461E+00
-96.400E-06,+1.213080510E+00,+1.152206256E+00
-96.300E-06,+1.214672234E+00,+1.154476035E+00
-96.200E-06,+1.215488949E+00,+1.156888376E+00
-96.100E-06,+1.217251024E+00,+1.158368131E+00
-96.000E-06,+1.219298475E+00,+1.159013501E+00
-95.900E-06,+1.221022865E+00,+1.159755631E+00
-95.800E-06,+1.222760027E+00,+1.161391185E+00
-95.700E-06,+1.224728841E+00,+1.161590802E+00
-95.600E-06,+1.227112579E+00,+1.164671544E+00
