-0.0001,1.144738368,1.087940009,0.553470793,1.258480208,1.132646659,1.081344531,0.555747803,1.257930585
-0.0000999,1.147524168,1.090298714,0.552343306,1.258285488,1.13568687,1.083706355,0.555942523,1.258031078
-0.0000998,1.149537384,1.093119082,0.552984008,1.257811264,1.138884116,1.08482128,0.556168662,1.257999719
-0.0000997,1.151123476,1.094570113,0.552314975,1.258062527,1.138940748,1.086853354,0.554199397,1.257183094
-0.0000996,1.153193204,1.095374116,0.551250325,1.257669969,1.141688773,1.089460114,0.554588806,1.258065645
-0.0000995,1.155212596,1.098147235,0.552622779,1.257192507,1.14465988,1.091426111,0.554617108,1.257867746
-0.0000994,1.157134703,1.099638948,0.55263525,1.255993009,1.146782973,1.093558828,0.554350226,1.25663689
-0.0000993,1.160055714,1.100031717,0.55296845,1.258009102,1.148422489,1.0950098,0.553910449,1.257380962
-0.0000992,1.161418904,1.101636636,0.552346605,1.257022941,1.150401259,1.097261867,0.553464377,1.256564186
-0.0000991,1.16323722,1.103567975,0.55248433,1.257701509,1.152335686,1.09830433,0.553784592,1.257022911
-0.000099,1.164273507,1.105292456,0.551790746,1.258024963,1.153752331,1.100345968,0.55453862,1.257004053
-0.0000989,1.168042321,1.107773418,0.553247591,1.25608079,1.156060338,1.101397724,0.553144372,1.256944483
-0.0000988,1.170008439,1.111055297,0.55075119,1.257380962,1.158253017,1.103847599,0.554167827,1.256504676
-0.0000987,1.171855327,1.112512685,0.551545448,1.257585186,1.160388822,1.104887276,0.55370008,1.257305773
-0.0000986,1.173453769,1.114796232,0.552029025,1.256718374,1.162238587,1.106269053,0.553464377,1.256159127
-0.0000985,1.174339227,1.116049486,0.551256561,1.256721432,1.163158883,1.108024952,0.553455144,1.255669314
-0.0000984,1.176936512,1.11734312,0.552509333,1.256288132,1.166764276,1.11304342,0.554080167,1.25699479
-0.0000983,1.179389626,1.119925179,0.551903439,1.256642794,1.168830766,1.113163162,0.554045419,1.255647068
